  PID   TT  STAT      TIME COMMAND
57021   ??  S      0:03.07 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-US --service-sandbox-type=none --message-loop-type-ui --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190708999430457380 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.google.antigravity PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 XPC_FLAGS=0x0 VSCODE_CWD=/ VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_PID=56856
57138   ??  S      0:27.44 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper.app/Contents/MacOS/Antigravity Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709001304541078 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MallocNanoZone=0 PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=fileWatcher VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/platform/files/node/watcher/watcherMain VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PARENT_PID=56870 VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
57139   ??  S      3:53.09 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709002241582927 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 VSCODE_WILL_SEND_MESSAGE_PORT=1 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
57159   ??  S      7:35.48 /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm --enable_lsp --extension_server_port 60773 --csrf_token 3a115a41-1693-4989-8931-7cf42bd6335f --random_port --workspace_id file_Users_mahtabshaikh_Documents_anjums_diet_app --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/server_34a7236b0147919c COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 ELECTRON_RUN_AS_NODE=1 NO_PROXY=*.azureedge.net ANTIGRAVITY_EDITOR_APP_ROOT=/Applications/Antigravity.app/Contents/Resources/app
57259   ??  S      0:06.24 /Users/mahtabshaikh/Library/Caches/ms-playwright-go/1.50.1/node /Users/mahtabshaikh/Library/Caches/ms-playwright-go/1.50.1/package/cli.js run-driver COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 ELECTRON_RUN_AS_NODE=1 NO_PROXY=*.azureedge.net ANTIGRAVITY_EDITOR_APP_ROOT=/Applications/Antigravity.app/Contents/Resources/app
57268   ??  S     38:04.20 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Renderer).app/Contents/MacOS/Antigravity Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Antigravity.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1771019761894300 --launch-time-ticks=872742128800 --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709003178624776 --vscode-window-config=vscode:90950d38-e2a4-43a2-b407-55b916dc851d --seatbelt-client=99 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.google.antigravity PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 XPC_FLAGS=0x0 VSCODE_CWD=/ VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_PID=56856 OS_ACTIVITY_MODE=disable
57269   ??  S      4:12.78 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Renderer).app/Contents/MacOS/Antigravity Helper (Renderer) --type=renderer --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --app-path=/Applications/Antigravity.app/Contents/Resources/app --enable-sandbox --enable-blink-features=HighlightAPI --disable-blink-features=FontMatchingCTMigration,StandardizedBrowserZoom, --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1771019761894300 --launch-time-ticks=872742449916 --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709004115666625 --vscode-window-config=vscode:01897290-6031-4a50-a81d-e591116209b5 --seatbelt-client=99 MallocNanoZone=0 USER=mahtabshaikh COMMAND_MODE=unix2003 __CFBundleIdentifier=com.google.antigravity PATH=/usr/bin:/bin:/usr/sbin:/sbin LOGNAME=mahtabshaikh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners HOME=/Users/mahtabshaikh SHELL=/bin/zsh TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 XPC_FLAGS=0x0 VSCODE_CWD=/ VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_PID=56856 OS_ACTIVITY_MODE=disable
57274   ??  S      3:40.70 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper (Plugin).app/Contents/MacOS/Antigravity Helper (Plugin) --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --dns-result-order=ipv4first --experimental-network-inspection --inspect-port=0 --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709005052708474 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 VSCODE_WILL_SEND_MESSAGE_PORT=1 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
57275   ??  S      0:26.24 /Applications/Antigravity.app/Contents/Frameworks/Antigravity Helper.app/Contents/MacOS/Antigravity Helper --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --user-data-dir=/Users/mahtabshaikh/Library/Application Support/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files --field-trial-handle=1718379636,r,9929739048188122210,6407533339110039624,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker,ScreenCaptureKitPickerScreen,ScreenCaptureKitStreamPickerSonoma --disable-features=CalculateNativeWinOcclusion,LocalNetworkAccessChecks,MacWebContentsOcclusion,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TimeoutHangingVideoCaptureStarts,TraceSiteInstanceGetProcessCreation --variations-seed-version --trace-process-track-uuid=3190709005989750323 COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh LOGNAME=mahtabshaikh MallocNanoZone=0 PATH=/usr/bin:/bin:/usr/sbin:/sbin SHELL=/bin/zsh SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=fileWatcher VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/platform/files/node/watcher/watcherMain VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PARENT_PID=57269 VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0
57296   ??  S     11:35.61 /Applications/Antigravity.app/Contents/Resources/app/extensions/antigravity/bin/language_server_macos_arm --enable_lsp --extension_server_port 60809 --csrf_token d16c2f5a-b661-45f3-97ff-09a195e1ef83 --random_port --workspace_id file_Users_mahtabshaikh_Documents_testing_20workspace_Playwright_Quoting --cloud_code_endpoint https://daily-cloudcode-pa.googleapis.com --app_data_dir antigravity --parent_pipe_path /var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/server_df0c78c3ed69865e COMMAND_MODE=unix2003 HOME=/Users/mahtabshaikh HOMEBREW_CELLAR=/opt/homebrew/Cellar HOMEBREW_PREFIX=/opt/homebrew HOMEBREW_REPOSITORY=/opt/homebrew INFOPATH=/opt/homebrew/share/info: LOGNAME=mahtabshaikh MallocNanoZone=0 OLDPWD=/ PATH=/Users/mahtabshaikh/.antigravity/antigravity/bin:/Users/mahtabshaikh/.npm-global/bin:/Users/mahtabshaikh/.npm-global/bin:/opt/homebrew/opt/postgresql@16/bin:/opt/homebrew/bin:/opt/homebrew/sbin:/usr/local/bin:/System/Cryptexes/App/usr/bin:/usr/bin:/bin:/usr/sbin:/sbin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/local/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/bin:/var/run/com.apple.security.cryptexd/codex.system/bootstrap/usr/appleinternal/bin PWD=/ SHELL=/bin/zsh SHLVL=0 SSH_AUTH_SOCK=/private/tmp/com.apple.launchd.n6IwevA5dS/Listeners TMPDIR=/var/folders/dm/6gd037n52yx88hl22w35y2y40000gn/T/ USER=mahtabshaikh VSCODE_CODE_CACHE_PATH=/Users/mahtabshaikh/Library/Application Support/Antigravity/CachedData/c19fdcaaf941f1ddd45860bfe2449ac40a3164c2 VSCODE_CRASH_REPORTER_PROCESS_TYPE=extensionHost VSCODE_CWD=/ VSCODE_ESM_ENTRYPOINT=vs/workbench/api/node/extensionHostProcess VSCODE_HANDLES_UNCAUGHT_ERRORS=true VSCODE_IPC_HOOK=/Users/mahtabshaikh/Library/Application Support/Antigravity/1.10-main.sock VSCODE_NLS_CONFIG={"userLocale":"en-us","osLocale":"en-us","resolvedLanguage":"en","defaultMessagesFile":"/Applications/Antigravity.app/Contents/Resources/app/out/nls.messages.json","locale":"en-us","availableLanguages":{}} VSCODE_PID=56856 XPC_FLAGS=0x0 XPC_SERVICE_NAME=application.com.google.antigravity.30755489.30756113 _=/Applications/Antigravity.app/Contents/MacOS/Electron __CFBundleIdentifier=com.google.antigravity __CF_USER_TEXT_ENCODING=0x1F5:0x0:0x0 ELECTRON_RUN_AS_NODE=1 NO_PROXY=*.azureedge.net ANTIGRAVITY_EDITOR_APP_ROOT=/Applications/Antigravity.app/Contents/Resources/app
